AC_NO,AC_NAME,PHASE,CAND_SL_NO,CAND_NAME,CAND_SEX,CAND_AGE,CAND_CATEGORY,PARTYABBRE,PARTYNAME,SYMBOL_DES
27,Choppadandi,1,8,LANKA ANJAIAH,M,38,SC,AJBP,Ajeya Bharat Party,Battery Torch
27,Choppadandi,1,9,LINGAMPALLY KISHAN,M,36,SC,PRP,Praja Rajyam Party,Railway Engine
27,Choppadandi,1,10,KANUKAM VAMSHI,M,26,SC,IND,Independent,Almirah
27,Choppadandi,1,11,GADDALA PRABHAKAR,M,37,SC,IND,Independent,Iron
27,Choppadandi,1,12,GUDISHE RAJAIAH,M,47,SC,IND,Independent,Table
27,Choppadandi,1,13,BANDAPALLI RAJAIAH,M,49,SC,IND,Independent,Ceiling Fan
27,Choppadandi,1,14,MANNE RAVINDRANATH,M,43,SC,IND,Independent,Television
28,Vemulawada,1,1,AADI SRINIVAS,M,43,GEN,INC,Indian National Congress,Hand
28,Vemulawada,1,2,CHENNAMANENI VIDYASAGAR RAO,M,68,GEN,BJP,Bharatiya Janata Party,Lotus
28,Vemulawada,1,3,PITTHALA BHOOMESH,M,35,GEN,BSP,Bahujan Samaj Party,Elephant
28,Vemulawada,1,4,RAMESH CHENNAMANENI,M,53,GEN,TDP,Telugu Desam,Bicycle
28,Vemulawada,1,5,TEEGALA RAVINDRA GOUD,M,42,GEN,PRP,Praja Rajyam Party,Railway Engine
28,Vemulawada,1,6,BODDU RAMULU,M,46,SC,TPPP,Trilinga Praja Pragati Party,Hat
28,Vemulawada,1,7,KONDA DEVAIAH,M,48,GEN,IND,Independent,Gas Cylinder
28,Vemulawada,1,8,MD.SARWAR PASHA,M,55,GEN,IND,Independent,Cup & Saucer
29,Sircilla,1,1,ARAVALLI CHANDRASHEKHAR RAO,M,48,GEN,BJP,Bharatiya Janata Party,Lotus
29,Sircilla,1,2,KALVAKUNTLA TARAKA RAMA RAO,M,33,GEN,TRS,Telangana Rashtra Samithi,Car
29,Sircilla,1,3,KONDURI GANDHI,M,55,GEN,BSP,Bahujan Samaj Party,Elephant
29,Sircilla,1,4,GUDLA MANJULA,F,32,GEN,INC,Indian National Congress,Hand
29,Sircilla,1,5,GAJULA BALAIAH,M,54,GEN,PRP,Praja Rajyam Party,Railway Engine
29,Sircilla,1,6,JANARDHAN SIRIMALLA,M,44,GEN,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
29,Sircilla,1,7,REDDIMALLA SRINIVAS,M,39,SC,RPI(A),Republican Party of India (A),Nagara
29,Sircilla,1,8,SANTOSH BABU R,M,26,GEN,LSP,Lok Satta Party,Whistle
29,Sircilla,1,9,AKKU RAMCHANDRAM,M,36,GEN,IND,Independent,Sewing Machine
29,Sircilla,1,10,AMBERI LAXMINARAYANA,M,66,GEN,IND,Independent,Hat
29,Sircilla,1,11,KALLURI RAJU,M,35,GEN,IND,Independent,Almirah
29,Sircilla,1,12,JAMALPUR MADANLAL,M,33,GEN,IND,Independent,Road Roller
29,Sircilla,1,13,PAKALA RAJAMALLAIAH,M,40,SC,IND,Independent,Ceiling Fan
29,Sircilla,1,14,K.K. MAHENDER REDDY,M,48,GEN,IND,Independent,Banana
29,Sircilla,1,15,G. LAXMINARSAMMA,F,49,SC,IND,Independent,Balloon
29,Sircilla,1,16,VANGARI NARSAIAH,M,82,GEN,IND,Independent,Coconut
30,Manakondur,1,1,AREPALLI MOHAN,M,53,SC,INC,Indian National Congress,Hand
30,Manakondur,1,2,VORAGANTI ANAND,M,38,SC,TRS,Telangana Rashtra Samithi,Car
30,Manakondur,1,3,GADDAM NAGARAJU,M,35,SC,BJP,Bharatiya Janata Party,Lotus
30,Manakondur,1,4,MATANGI ASHOK,M,39,SC,BSP,Bahujan Samaj Party,Elephant
30,Manakondur,1,5,KANDE SAMMAIAH,M,40,SC,JD(U),Janata Dal (United),Arrow
30,Manakondur,1,6,KANAKAM CHANDRAIAH,M,37,SC,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Ceiling Fan
30,Manakondur,1,7,DR.KAVVAMPALLY SATYANARAYANA,M,44,SC,PRP,Praja Rajyam Party,Railway Engine
30,Manakondur,1,8,GORRE SHANKARAIAH,M,36,SC,IND,Independent,Coconut
30,Manakondur,1,9,JANAPATLA SWAMY,M,53,SC,IND,Independent,Bat
30,Manakondur,1,10,BAMANDLA NARENDAR,M,36,SC,IND,Independent,Kite
30,Manakondur,1,11,BOLLAMPALLY AILAIAH,M,43,SC,IND,Independent,Gas Stove
30,Manakondur,1,12,BODA SUDHAKAR,M,32,SC,IND,Independent,Banana
31,Huzurabad,1,1,EATALA RAJENDER,M,45,GEN,TRS,Telangana Rashtra Samithi,Car
31,Huzurabad,1,2,V. KRISHNA MOHAN RAO,M,34,GEN,INC,Indian National Congress,Hand
31,Huzurabad,1,3,BOBBALA RAJI REDDY,M,52,GEN,BJP,Bharatiya Janata Party,Lotus
31,Huzurabad,1,4,MANDA ROJA RAMANI,F,36,GEN,BSP,Bahujan Samaj Party,Elephant
31,Huzurabad,1,5,ENUGALA BHEEMA RAU,M,35,SC,SAP,Samata Party,Camera
31,Huzurabad,1,6,KANDUKOORI NAGARAJU,M,27,GEN,PPOI,Pyramid Party of India,Television
31,Huzurabad,1,7,KINNERA SHYAMSUNDER,M,31,GEN,LSP,Lok Satta Party,Whistle
31,Huzurabad,1,8,PINGILI VENKATESHWAR REDDY,M,50,GEN,PRP,Praja Rajyam Party,Railway Engine
31,Huzurabad,1,9,MARAPELLI SRINIVAS,M,34,SC,TPPP,Trilinga Praja Pragati Party,Gas Stove
31,Huzurabad,1,10,MILUKURI VASUDEVA REDDY,M,30,GEN,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Ceiling Fan
31,Huzurabad,1,11,ANNEPU YAKAIAH,M,36,GEN,IND,Independent,Coconut
31,Huzurabad,1,12,GANGARAPU THIRUPATHI,M,36,SC,IND,Independent,Road Roller
31,Huzurabad,1,13,BARIGE GATTAIAH YADAV,M,32,GEN,IND,Independent,Almirah
31,Huzurabad,1,14,MYAKAMALLA RATHNAIAH,M,47,SC,IND,Independent,Nagara
32,Husnabad,1,1,ALIGIREDDY PRAVEEN REDDY,M,50,GEN,INC,Indian National Congress,Hand
32,Husnabad,1,2,KOTHA SRINIVAS REDDY,M,48,GEN,BJP,Bharatiya Janata Party,Lotus
32,Husnabad,1,3,KOLIPAKA MALLESH,M,34,GEN,RJD,Rashtriya Janata Dal,Hurricane Lamp
32,Husnabad,1,4,CHADA VENKAT REDDY,M,57,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
32,Husnabad,1,5,P. RAM MOHAN YADAV,M,41,GEN,BSP,Bahujan Samaj Party,Elephant
32,Husnabad,1,6,CAPT. V. LAXMIKANTHA RAO,M,67,GEN,TRS,Telangana Rashtra Samithi,Car
32,Husnabad,1,7,ENUGALA PEDDI REDDY,M,52,GEN,PRP,Praja Rajyam Party,Railway Engine
32,Husnabad,1,8,THATIKONDA JAYAPAL REDDY,M,33,GEN,LSP,Lok Satta Party,Whistle
32,Husnabad,1,9,UPPULA PADMA,F,35,GEN,IND,Independent,Cup & Saucer
32,Husnabad,1,10,ANAGANDULA LAXMINARAYANA,M,52,SC,IND,Independent,Sewing Machine
32,Husnabad,1,11,CHENNABOINA VEERANNA,M,37,GEN,IND,Independent,Scissors
32,Husnabad,1,12,DOKI RAVINDER,M,28,GEN,IND,Independent,Road Roller
32,Husnabad,1,13,POLATI LAXMAN RAO,M,29,GEN,IND,Independent,Banana
32,Husnabad,1,14,B.RANI MADHAVI,F,28,GEN,IND,Independent,Ceiling Fan
32,Husnabad,1,15,SRINIVAS SHIVARATHRI,M,34,GEN,IND,Independent,Candles
33,Siddipet,1,1,ANJAIAH BYRI,M,57,GEN,INC,Indian National Congress,Hand
33,Siddipet,1,2,KOMPELLI PRABHUDAS,M,41,SC,BSP,Bahujan Samaj Party,Elephant
33,Siddipet,1,3,THANEERU HARISH RAO,M,37,GEN,TRS,Telangana Rashtra Samithi,Car
33,Siddipet,1,4,SOPPADANDI VIDYA SAGAR,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
33,Siddipet,1,5,ARRA LINGAIAH,M,45,SC,BSP(AP),Bahujan Samaj Party(Ambedkar-Phule),Kite
33,Siddipet,1,6,R. CHANDRASHEKHAR REDDY,M,33,GEN,JD(U),Janata Dal (United),Arrow
33,Siddipet,1,7,THUMMANPALLI SRINIVAS,M,37,GEN,LSP,Lok Satta Party,Whistle
33,Siddipet,1,8,DR. NARSIMHA CHARY,M,55,GEN,PRP,Praja Rajyam Party,Railway Engine
33,Siddipet,1,9,BANDIPALLI RAMAIAH,M,56,GEN,PPOI,Pyramid Party of India,Television
33,Siddipet,1,10,YASALA LINGAM,M,39,GEN,RKSP,Rashtriya Krantikari Samajwadi Party,Cup & Saucer
33,Siddipet,1,11,LAKSHMI BHAI,F,35,GEN,IND,Independent,Road Roller
33,Siddipet,1,12,BATTULA CHANDRAM,M,31,SC,IND,Independent,Almirah
33,Siddipet,1,13,MITTAPALLY BALARAJ,M,38,GEN,IND,Independent,Coconut
34,Medak,1,1,KAMMARI NARSIMHA CHARY,M,30,GEN,RJD,Rashtriya Janata Dal,Hurricane Lamp
34,Medak,1,2,MUTHYALA NARSIMLU,M,28,GEN,BSP,Bahujan Samaj Party,Elephant
34,Medak,1,3,MYNAMPALLI HANUMANTH RAO,M,40,GEN,TDP,Telugu Desam,Bicycle
34,Medak,1,4,P. SHASHIDHAR REDDY,M,47,GEN,INC,Indian National Congress,Hand
34,Medak,1,5,SUBASH REDDY . R,M,46,GEN,BJP,Bharatiya Janata Party,Lotus
34,Medak,1,6,KARANAM SOUJANYA,F,30,GEN,LSP,Lok Satta Party,Whistle
34,Medak,1,7,G. SAYA GOUD,M,32,GEN,PPOI,Pyramid Party of India,Television
34,Medak,1,8,JAGAPATHI BATTI,M,50,GEN,PRP,Praja Rajyam Party,Railway Engine
34,Medak,1,9,M.D. KHALEEL,M,33,GEN,IND,Independent,Kite
34,Medak,1,10,JALLA KALAVATHI,F,48,GEN,IND,Independent,Ring
34,Medak,1,11,M. PADMA DEVENDER REDDY,F,40,GEN,IND,Independent,Ceiling Fan
34,Medak,1,12,BEESA SHIVA KUMAR,M,29,GEN,IND,Independent,Camera
34,Medak,1,13,SIRIGADDE BIXAPATHI,M,42,GEN,IND,Independent,Gas Cylinder
35,Narayankhed,1,1,AMAR SINGH,M,45,ST,BJP,Bharatiya Janata Party,Lotus
35,Narayankhed,1,2,PATLOLLA KISTA REDDY,M,61,GEN,INC,Indian National Congress,Hand
35,Narayankhed,1,3,M.A. BASHEER,M,42,GEN,BSP,Bahujan Samaj Party,Elephant
35,Narayankhed,1,4,M. BHUPAL REDDY,M,45,GEN,TRS,Telangana Rashtra Samithi,Car
35,Narayankhed,1,5,MD. ULFATH ALI,M,67,GEN,LSP,Lok Satta Party,Whistle
35,Narayankhed,1,6,V. THUKARAM NAIK,M,32,ST,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
35,Narayankhed,1,7,T. RAMCHANDER,M,51,GEN,PPOI,Pyramid Party of India,Television
35,Narayankhed,1,8,M. VIJAYAPAL REDDY,M,46,GEN,PRP,Praja Rajyam Party,Railway Engine
35,Narayankhed,1,9,PHATHYA NAIK,M,29,ST,IND,Independent,Nagara
36,Andole,1,1,C. DAMODAR RAJA NARSIMHA,M,50,SC,INC,Indian National Congress,Hand
36,Andole,1,2,P. BABU MOHAN,M,54,SC,TDP,Telugu Desam,Bicycle
36,Andole,1,3,M. BALAIAH,M,40,SC,BSP,Bahujan Samaj Party,Elephant
36,Andole,1,4,MALYALA RAJAIAH SRINIVAS,M,42,SC,PRP,Praja Rajyam Party,Railway Engine
36,Andole,1,5,AYANCHA ARUN CHAKRAVARTHY,M,32,SC,IND,Independent,Kite
36,Andole,1,6,KONDI MOGULAIAH,M,49,SC,IND,Independent,Camera
36,Andole,1,7,CHANTI KRANTHI KIRAN,M,31,SC,IND,Independent,Television
37,Narsapur,1,1,KANIGIRI LINGAM,M,38,SC,BSP,Bahujan Samaj Party,Elephant
37,Narsapur,1,2,GOPI SINGAYA PALLY,M,30,GEN,BJP,Bharatiya Janata Party,Lotus
37,Narsapur,1,3,CHILMULA KRISHNA REDDY,M,54,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
37,Narsapur,1,4,VAKITI SUNITHA LAXMAREDDY,F,41,GEN,INC,Indian National Congress,Hand
37,Narsapur,1,5,KAMMARI SINIVASA CHARY,M,29,GEN,LSP,Lok Satta Party,Whistle
37,Narsapur,1,6,KAILASA RAMCHANDER,M,37,GEN,PRP,Praja Rajyam Party,Railway Engine
37,Narsapur,1,7,CHAKALI SATHYANARAYANA,M,48,GEN,BSP(AP),Bahujan Samaj Party(Ambedkar-Phule),Gas Stove
37,Narsapur,1,8,LAXMI,F,37,GEN,PPOI,Pyramid Party of India,Television
37,Narsapur,1,9,SAYAMOLLA MOGULAIAH,M,36,GEN,RPI(A),Republican Party of India (A),Nagara
38,Zahirabad,1,1,DR. J. GEETA,F,63,SC,INC,Indian National Congress,Hand
38,Zahirabad,1,2,JANARDHAN LAKUMALA,M,38,SC,BSP,Bahujan Samaj Party,Elephant
38,Zahirabad,1,3,Y. NAROTHAM,M,41,SC,TDP,Telugu Desam,Bicycle
38,Zahirabad,1,4,P. RAJ KUMAR,M,30,SC,BJP,Bharatiya Janata Party,Lotus
38,Zahirabad,1,5,NALLA SURYA PRAKASH,M,48,SC,BSP(AP),Bahujan Samaj Party(Ambedkar-Phule),Kite
38,Zahirabad,1,6,I. PRATAP KUMAR,M,42,SC,LSP,Lok Satta Party,Whistle
38,Zahirabad,1,7,D. VASANTH KUMAR,M,28,SC,PRP,Praja Rajyam Party,Railway Engine
38,Zahirabad,1,8,G. ANJAIAH,M,36,SC,IND,Independent,Television
38,Zahirabad,1,9,D. ESMALAPPA,M,35,SC,IND,Independent,Almirah
38,Zahirabad,1,10,GORLAKADI MOLLAIAH,M,60,SC,IND,Independent,Ceiling Fan
38,Zahirabad,1,11,K.V. NALINDUTT,M,46,SC,IND,Independent,Bat
38,Zahirabad,1,12,BICHAIAH .K,M,52,SC,IND,Independent,Harmonium
38,Zahirabad,1,13,L. BHOOMAIAH,M,33,SC,IND,Independent,Ring
38,Zahirabad,1,14,SUNAYALA BABU,M,49,SC,IND,Independent,Gas Cylinder
39,Sangareddy,1,1,GADILA NAWAZ REDDY,M,60,GEN,TRS,Telangana Rashtra Samithi,Car
39,Sangareddy,1,2,N. CHANDRASHEKAR,M,43,GEN,BJP,Bharatiya Janata Party,Lotus
39,Sangareddy,1,3,CHINTA PRABHAKER,M,49,GEN,TDP,Telugu Desam,Bicycle
39,Sangareddy,1,4,JAYA PRAKASH REDDY .T,M,42,GEN,INC,Indian National Congress,Hand
39,Sangareddy,1,5,T. NARSIMULU,M,35,GEN,BSP,Bahujan Samaj Party,Elephant
39,Sangareddy,1,6,CHALAMALA YASODA,F,33,GEN,PPOI,Pyramid Party of India,Television
39,Sangareddy,1,7,PATLOLLA MADHAVA,M,43,GEN,LSP,Lok Satta Party,Whistle
39,Sangareddy,1,8,FAHEEM.M.A.,M,28,GEN,PRP,Praja Rajyam Party,Railway Engine
39,Sangareddy,1,9,SADAKULA KRISHNAIAH,M,31,GEN,TPPP,Trilinga Praja Pragati Party,Ceiling Fan
39,Sangareddy,1,10,ANKENAPALLI SHRISHAILAM,M,37,GEN,IND,Independent,Shuttle
39,Sangareddy,1,11,AZHAR MOHD,M,38,GEN,IND,Independent,Balloon
39,Sangareddy,1,12,ATAUR RAHMAN,M,66,GEN,IND,Independent,Banana
39,Sangareddy,1,13,ANANTHA RAO,M,42,GEN,IND,Independent,Coconut
39,Sangareddy,1,14,GADDAMADA NARSIMULU,M,26,GEN,IND,Independent,Kite
39,Sangareddy,1,15,TAMMALI NARSIMULU,M,50,GEN,IND,Independent,Slate
39,Sangareddy,1,16,TAHERA,F,33,GEN,IND,Independent,Ring
39,Sangareddy,1,17,P. NARAHARI REDDY,M,37,GEN,IND,Independent,Sewing Machine
39,Sangareddy,1,18,T. PRUTHVIRAJ,M,41,GEN,IND,Independent,Hat
39,Sangareddy,1,19,POTHURAJU LAXMI NARASAMMA,F,29,GEN,IND,Independent,Basket
39,Sangareddy,1,20,MIRZA SHAMSHEER BAIG,M,27,GEN,IND,Independent,Stool
39,Sangareddy,1,21,SHAIK RASHEED,M,38,GEN,IND,Independent,Almirah
39,Sangareddy,1,22,HARI SHANKER GOUD,M,44,GEN,IND,Independent,Gas Cylinder
40,Patancheru,1,1,KURRA SATHYANARAYANA,M,53,GEN,BJP,Bharatiya Janata Party,Lotus
40,Patancheru,1,2,CHUKKA RAMULU,M,47,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
40,Patancheru,1,3,T. NANDESHWAR GOUD,M,47,GEN,INC,Indian National Congress,Hand
40,Patancheru,1,4,G. MAHIPAL REDDY,M,47,GEN,BSP,Bahujan Samaj Party,Elephant
40,Patancheru,1,5,N. SAPANADEV,M,51,GEN,TDP,Telugu Desam,Bicycle
40,Patancheru,1,6,KADANNA VENKATESH,M,26,GEN,RPI(A),Republican Party of India (A),Nagara
40,Patancheru,1,7,MANNE LEO AUGUSTINE,M,51,GEN,IJP,Indian Justice Party,Batsman
40,Patancheru,1,8,MD. MUNEERUDDIN,M,42,GEN,SP,Samajwadi Party,Kite
40,Patancheru,1,9,J. RAMULU,M,55,GEN,PRP,Praja Rajyam Party,Railway Engine
40,Patancheru,1,10,D. SATHYANARAYANA (SATISH GOUD),M,34,GEN,LSP,Lok Satta Party,Whistle
40,Patancheru,1,11,KARRE BALESH,M,48,SC,IND,Independent,Bat
40,Patancheru,1,12,KOKKONDA SATTAIAH,M,38,GEN,IND,Independent,Ring
40,Patancheru,1,13,MAHANKALI BRAHMA CHARY,M,45,GEN,IND,Independent,Television
40,Patancheru,1,14,T. VENU GOPAL,M,50,GEN,IND,Independent,Road Roller
41,Dubbak,1,1,KARIKE RAMESH BHEEMASENA,M,39,GEN,BSP,Bahujan Samaj Party,Elephant
41,Dubbak,1,2,CHERUKU MUTHYAM REDDY,M,64,GEN,INC,Indian National Congress,Hand
41,Dubbak,1,3,MOTADU GIRISH REDDY,M,46,GEN,BJP,Bharatiya Janata Party,Lotus
41,Dubbak,1,4,SOLIPETA RAMA LINGA REDDY,M,48,GEN,TRS,Telangana Rashtra Samithi,Car
41,Dubbak,1,5,BITLA PRABHAKER,M,38,GEN,PPOI,Pyramid Party of India,Television
41,Dubbak,1,6,MADDULA NAGESWAR REDDY,M,47,GEN,PRP,Praja Rajyam Party,Railway Engine
41,Dubbak,1,7,G.P. REDDY,M,46,GEN,LSP,Lok Satta Party,Whistle
41,Dubbak,1,8,SUKURI ASHOK,M,31,SC,RPI(A),Republican Party of India (A),Nagara
41,Dubbak,1,9,AMTOJI KANTAMMA,F,39,GEN,IND,Independent,Gas Cylinder
41,Dubbak,1,10,GONDHI BHUJANGAM,M,42,GEN,IND,Independent,Coconut
41,Dubbak,1,11,B. LAXMAN,M,51,GEN,IND,Independent,Almirah
41,Dubbak,1,12,V. MALLESHAM MUDIRAJ,M,29,GEN,IND,Independent,Ceiling Fan
42,Gajwel,1,1,TUMKUNTA NARSA REDDY,M,46,GEN,INC,Indian National Congress,Hand
42,Gajwel,1,2,Y. BAL REDDY,M,38,GEN,BSP,Bahujan Samaj Party,Elephant
42,Gajwel,1,3,LASMANNAGARI PRATHAP REDDY,M,46,GEN,TDP,Telugu Desam,Bicycle
42,Gajwel,1,4,G. ELECTION REDDY,M,55,GEN,PRP,Praja Rajyam Party,Railway Engine
42,Gajwel,1,5,PASHIKANTI MANJULA,F,34,GEN,PPOI,Pyramid Party of India,Television
42,Gajwel,1,6,BANDARU RAMAMOHAN RAO,M,51,GEN,LSP,Lok Satta Party,Whistle
42,Gajwel,1,7,KANIGIRI SATHYANARAYANA,M,30,SC,IND,Independent,Letter Box
42,Gajwel,1,8,PYTHRA VENKAT REDDY,M,39,GEN,IND,Independent,Sewing Machine
42,Gajwel,1,9,G. MADHUSUDAN,M,30,GEN,IND,Independent,Road Roller
43,Medchal,1,1,KICHANNAGARI LAXMA REDDY,M,53,GEN,INC,Indian National Congress,Hand
43,Medchal,1,2,NAKKA PRABHAKAR GOUD,M,40,GEN,TDP,Telugu Desam,Bicycle
43,Medchal,1,3,BHASKER REDDY NALLA,M,48,GEN,BJP,Bharatiya Janata Party,Lotus
43,Medchal,1,4,T HANMANTH,M,59,SC,BSP,Bahujan Samaj Party,Elephant
43,Medchal,1,5,JANGAIAN THOTAKURA,M,41,GEN,PRP,Praja Rajyam Party,Railway Engine
43,Medchal,1,6,TALLAPALLY SHIVA KUMAR,M,35,GEN,LSP,Lok Satta Party,Whistle
43,Medchal,1,7,BHAIRAPAKA JESUDAS CHAKRAVARTHY,M,34,GEN,GRIP,Great India Party,Television
43,Medchal,1,8,DR M MALLESH,M,53,SC,TPPP,Trilinga Praja Pragati Party,Banana
43,Medchal,1,9,AGAMAIAH SILVERY,M,73,SC,IND,Independent,Cup & Saucer
43,Medchal,1,10,G KISHAN NAIK,M,28,ST,IND,Independent,Gas Cylinder
43,Medchal,1,11,KOLKURI SATYANARAYANA,M,51,GEN,IND,Independent,Sewing Machine
43,Medchal,1,12,M.RAJ REDDY,M,36,GEN,IND,Independent,Batsman
44,Malkajgiri,1,1,KRISHNA YADAV.P,M,38,GEN,BSP,Bahujan Samaj Party,Elephant
44,Malkajgiri,1,2,BALA LINGAM.M,M,55,GEN,BJP,Bharatiya Janata Party,Lotus
44,Malkajgiri,1,3,A.RAJENDER,M,49,GEN,INC,Indian National Congress,Hand
44,Malkajgiri,1,4,SHARADA MAHESH.V,F,48,GEN,TDP,Telugu Desam,Bicycle
44,Malkajgiri,1,5,C.KANAKA REDDY,M,52,GEN,PRP,Praja Rajyam Party,Railway Engine
44,Malkajgiri,1,6,K.DHARMA REDDY,M,52,GEN,LSP,Lok Satta Party,Whistle
44,Malkajgiri,1,7,J.DHARMENDAR,M,39,SC,TPPP,Trilinga Praja Pragati Party,Scissors
44,Malkajgiri,1,8,M.MALLIKARJUNA RAO,M,30,GEN,ABJS,Akhil Bharatiya Jan Sangh,Coconut
44,Malkajgiri,1,9,A.K.MURUGESH,M,37,GEN,SP,Samajwadi Party,Kite
44,Malkajgiri,1,10,S.RAMA RAO,M,65,GEN,PPOI,Pyramid Party of India,Television
44,Malkajgiri,1,11,C.V.B.KRISHNA MURTHY,M,60,GEN,IND,Independent,Frying Pan
44,Malkajgiri,1,12,GANTI SUMATHI DEVI,F,40,GEN,IND,Independent,Electric Pole
44,Malkajgiri,1,13,GUDIMETLA SURYANARAYANA REDDY,M,63,GEN,IND,Independent,Battery Torch
44,Malkajgiri,1,14,JAJULA BHASKAR,M,34,GEN,IND,Independent,Comb
44,Malkajgiri,1,15,P.MOHAN RAJ,M,36,GEN,IND,Independent,Violin
44,Malkajgiri,1,16,M.RAJU,M,30,GEN,IND,Independent,Saw
44,Malkajgiri,1,17,VARAGANTI LAXMI NARASIMHA RAJU,M,32,GEN,IND,Independent,Jug
44,Malkajgiri,1,18,SUBBA RAO VADDI,M,61,GEN,IND,Independent,Camera
45,QUTBULLAPUR,1,1,KOONA PANDU VIVEKANAND,M,31,GEN,TRS,Telangana Rashtra Samithi,Car
45,QUTBULLAPUR,1,2,K.M.PRATAP,M,51,GEN,INC,Indian National Congress,Hand
45,QUTBULLAPUR,1,3,DR.S.MALLA REDDY,M,47,GEN,BJP,Bharatiya Janata Party,Lotus
45,QUTBULLAPUR,1,4,SABERA BEGUM,F,35,GEN,BSP,Bahujan Samaj Party,Elephant
45,QUTBULLAPUR,1,5,KASANI GNANESHWAR,M,54,GEN,MANP,Mana Party,Ceiling Fan
45,QUTBULLAPUR,1,6,NANDIPETA RAVINDER,M,46,GEN,LSP,Lok Satta Party,Whistle
45,QUTBULLAPUR,1,7,BUDALA VIJAYA BHASKARA RAO,M,43,GEN,TPPP,Trilinga Praja Pragati Party,Scissors
45,QUTBULLAPUR,1,8,MANOJ KUMAR SINGH,M,33,GEN,SP,Samajwadi Party,Kite
45,QUTBULLAPUR,1,9,VEGIRAJU SRINIVASARAJU,M,35,GEN,PPOI,Pyramid Party of India,Television
45,QUTBULLAPUR,1,10,ANEES FATHEEMA,F,39,GEN,IND,Independent,Balloon
45,QUTBULLAPUR,1,11,AKULA NAGESH,M,49,GEN,IND,Independent,Almirah
45,QUTBULLAPUR,1,12,KUNA SRISAILAM GOUD,M,43,GEN,IND,Independent,Cup & Saucer
45,QUTBULLAPUR,1,13,POLICE SUMITRA REDDY,F,40,GEN,IND,Independent,Gas Cylinder
45,QUTBULLAPUR,1,14,MUDIMELA RAMU,M,26,GEN,IND,Independent,Jug
45,QUTBULLAPUR,1,15,M.S.SRINIVAS(VASU),M,36,GEN,IND,Independent,Banana
46,Kukatpalle,1,1,KOMMU RAJESH,M,40,GEN,BSP,Bahujan Samaj Party,Elephant
46,Kukatpalle,1,2,MADAVARAM KANTHA RAO,M,40,GEN,BJP,Bharatiya Janata Party,Lotus
46,Kukatpalle,1,3,MADHAVARAM SUDARSHAN RAO,M,50,GEN,TRS,Telangana Rashtra Samithi,Car
46,Kukatpalle,1,4,VADDEPALLI NARSING RAO,M,54,GEN,INC,Indian National Congress,Hand
46,Kukatpalle,1,5,KUNA VENKATESH,M,48,GEN,PRP,Praja Rajyam Party,Railway Engine
46,Kukatpalle,1,6,KOPPULA NAVANEETHA,F,40,GEN,ANC,Ambedkar National Congress,Kite
46,Kukatpalle,1,7,GOLLAWALLI BHAVANI,F,36,GEN,RKSP,Rashtriya Krantikari Samajwadi Party,Candles
46,Kukatpalle,1,8,DR.JAYA PRAKASH NARAYAN,M,53,GEN,LSP,Lok Satta Party,Whistle
46,Kukatpalle,1,9,B.SANJEEVA KUMAR,M,37,GEN,JD(U),Janata Dal (United),Arrow
46,Kukatpalle,1,10,B.SAMBA SIVA RAO,M,50,GEN,PPOI,Pyramid Party of India,Television
46,Kukatpalle,1,11,S.GOVARDHAN REDDY,M,41,GEN,IND,Independent,Gas Cylinder
46,Kukatpalle,1,12,K.GOVINDA RAO,M,35,GEN,IND,Independent,Almirah
46,Kukatpalle,1,13,TADKA JAGADESWAR,M,40,GEN,IND,Independent,Gas Stove
46,Kukatpalle,1,14,T.BEERAIAH,M,28,GEN,IND,Independent,Camera
46,Kukatpalle,1,15,MEANDAKARI RANGOJI RAO,M,46,GEN,IND,Independent,Balloon
46,Kukatpalle,1,16,SHAIK MOHAMMAD MAQBOOL,M,45,GEN,IND,Independent,Letter Box
47,Uppal,1,1,N.V.S.S PRABHAKAR,M,43,GEN,BJP,Bharatiya Janata Party,Lotus
47,Uppal,1,2,BANDARI RAJI REDDY,M,63,GEN,INC,Indian National Congress,Hand
47,Uppal,1,3,M.YADAGIRI REDDY,M,52,GEN,TRS,Telangana Rashtra Samithi,Car
47,Uppal,1,4,M.RAJA VARDHAN,M,32,GEN,BSP,Bahujan Samaj Party,Elephant
47,Uppal,1,5,AMIRISHETTY NARENDER,M,48,GEN,PRP,Praja Rajyam Party,Railway Engine
47,Uppal,1,6,M.JASWATH REDDY,M,51,GEN,LSP,Lok Satta Party,Whistle
47,Uppal,1,7,N.BABU,M,29,SC,TPPP,Trilinga Praja Pragati Party,Ceiling Fan
47,Uppal,1,8,K.MAHENDER,M,29,GEN,ABJS,Akhil Bharatiya Jan Sangh,Coconut
47,Uppal,1,9,MOTAKATLA BHADRA REDDY,M,47,GEN,AIFB,All India Forward Bloc,Lion
47,Uppal,1,10,RACHARLA VIJAY KUMAR,M,35,GEN,PPOI,Pyramid Party of India,Television
