ST_CODE,AC_NAME,PHASE,CAND_SL_NO,CAND_NAME,CAND_SEX,CAND_AGE,CAND_CATEGORY,PARTYABBRE,PARTYNAME,SYMBOL_DES
S01,Kovvur,2,1,ELIPE VENKATA RAO,M,46,SC,BSP,Bahujan Samaj Party,Elephant
S01,Kovvur,2,2,KOYYE MOSENU RAJU,M,44,SC,INC,Indian National Congress,Hand
S01,Kovvur,2,3,BUSI SUNDARANADH BENARJI,M,38,SC,BJP,Bharatiya Janata Party,Lotus
S01,Kovvur,2,4,T V RAMA RAO,M,49,SC,TDP,Telugu Desam,Bicycle
S01,Kovvur,2,5,BUNGA SARADHI,M,57,SC,PRP,Praja Rajyam Party,Railway Engine
S01,Kovvur,2,6,VENKATESWARA RAO TALARI,M,32,SC,PPOI,Pyramid Party of India,Television
S01,Kovvur,2,7,SODADASI SUNDAR SINGH,M,34,SC,LSP,Lok Satta Party,Whistle
S01,Kovvur,2,8,UBA LAKSHMANA RAO,M,55,SC,IND,Independent,Slate
S01,Kovvur,2,9,KUNDA RANGA RAO,M,50,SC,IND,Independent,Gas Cylinder
S01,Kovvur,2,10,GELLA RAHULDEV,M,49,SC,IND,Independent,Coconut
S01,Kovvur,2,11,GANTA ABBULU,M,48,SC,IND,Independent,Camera
S01,Kovvur,2,12,BONTHA KISHORE,M,32,SC,IND,Independent,Cup & Saucer
S01,Nidadavole,2,1,VISWESWARA RAO RAAVI,M,69,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Nidadavole,2,2,NAKKA VENKATESWARLU,M,46,SC,BSP,Bahujan Samaj Party,Elephant
S01,Nidadavole,2,3,BURUGUPALLI SESHA RAO,M,44,GEN,TDP,Telugu Desam,Bicycle
S01,Nidadavole,2,4,G.SRINIVAS NAIDU,M,41,GEN,INC,Indian National Congress,Hand
S01,Nidadavole,2,5,RUDRARAJU GAJAPATHI KUMAR RAJU,M,48,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Nidadavole,2,6,TALLURI SATYANARAYANA,M,63,GEN,PPOI,Pyramid Party of India,Television
S01,Nidadavole,2,7,BANDI SATYANARAYANA,M,45,GEN,LSP,Lok Satta Party,Whistle
S01,Nidadavole,2,8,GALINKI KRISHNA,M,36,GEN,IND,Independent,Cup & Saucer
S01,Nidadavole,2,9,MANGA RAJU CHEEKATIMILLI,M,42,SC,IND,Independent,Tent
S01,Nidadavole,2,10,BOKKA SATYANARAYAA,M,62,GEN,IND,Independent,Batsman
S01,Nidadavole,2,11,GUBBALA SREE RANGA NAYAKULU,M,60,GEN,IND,Independent,Road Roller
S01,Achanta,2,1,KARRI RADHA KRISHNA REDDY,M,51,GEN,TDP,Telugu Desam,Bicycle
S01,Achanta,2,2,GUDIMETLA RAMA KANAKA REDDY,M,30,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Achanta,2,3,BHUPATI RAJU VENKATA KRISHNAM RAJU,M,43,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Achanta,2,4,SATYANARAYANA PITHANI,M,55,GEN,INC,Indian National Congress,Hand
S01,Achanta,2,5,KATTA VENU GOPALA KRISHNA,M,33,GEN,RPI,Republican Party of India,Ceiling Fan
S01,Achanta,2,6,KUDIPUDI SRINIVASA RAO,M,43,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Achanta,2,7,BALUSU SRIRAMULU,M,60,GEN,PPOI,Pyramid Party of India,Television
S01,Achanta,2,8,VENDRA MURALI,M,43,GEN,RKSP,Rashtriya Krantikari Samajwadi Party,Tent
S01,Achanta,2,9,RAPAKA PRABHAKARA RAO,M,38,GEN,TPPP,Trilinga Praja Pragati Party,Almirah
S01,Achanta,2,10,M P T VENKATA REDDY,M,41,GEN,BHSASP,Bharatheeya Sadharma Samsthapana Party,Balloon
S01,Achanta,2,11,VENUGOPALA KRISHNA NEKKANTI,M,54,GEN,LSP,Lok Satta Party,Whistle
S01,Achanta,2,12,SATTI SOMIREDDY (ANKUSAM REDDY),M,55,GEN,PRSHP,Praja Shanthi Party,Hat
S01,Achanta,2,13,KARRI NAGA SATHYANARAYANA REDDY,M,33,GEN,IND,Independent,Bat
S01,Achanta,2,14,CHETLAPALLI GOPALA RAO,M,73,GEN,IND,Independent,Brief Case
S01,Palakol,2,1,USHA RANI BANGARU,F,54,GEN,INC,Indian National Congress,Hand
S01,Palakol,2,2,KOLLABATHULA ELIYA,M,41,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Palakol,2,3,KORAM MUSALAYYA,M,34,ST,BJP,Bharatiya Janata Party,Lotus
S01,Palakol,2,4,CHAVATAPALLI SATYANARAYANA MURTHY,M,67,GEN,TDP,Telugu Desam,Bicycle
S01,Palakol,2,5,KONIDALA CHINRANJEEVI,M,53,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Palakol,2,6,TAMMINEEDI LAKSHMI NARAYANA,M,48,GEN,PP,Praja Party,Letter Box
S01,Palakol,2,7,DEVAGANUGULA NAGESWARA RAO,M,52,GEN,RKSP,Rashtriya Krantikari Samajwadi Party,Road Roller
S01,Palakol,2,8,MEKA VENKATESWARA RAO,M,44,GEN,PPOI,Pyramid Party of India,Television
S01,Palakol,2,9,VADDADI SURYANARAYANA,M,42,GEN,LSP,Lok Satta Party,Whistle
S01,Palakol,2,10,GAJABHEER KARAR BANSILAL,M,45,GEN,IND,Independent,Gas Stove
S01,Palakol,2,11,DONGA NAGENDRA PRASAD,M,34,GEN,IND,Independent,Hat
S01,Palakol,2,12,SAVARAPU VENKATESWARLU,M,37,GEN,IND,Independent,Candles
S01,Palakol,2,13,SRIKAKOLLU NAGA VENKATA DURGA SARVESWARA RAO,M,51,GEN,IND,Independent,Not Alloted
S01,Narsapuram,2,1,ASHOK KUMAR NALLI,M,45,SC,BSP,Bahujan Samaj Party,Elephant
S01,Narsapuram,2,2,THOTA GANGARAJU,M,25,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Narsapuram,2,3,BOMMIDI NARAYANA RAO,M,63,GEN,TDP,Telugu Desam,Bicycle
S01,Narsapuram,2,4,MUDUNURI PRASADA RAJU,M,35,GEN,INC,Indian National Congress,Hand
S01,Narsapuram,2,5,KOTHAPALLI SUBBARAYUDU (PEDA BABU),M,49,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Narsapuram,2,6,MALLULA VENKATESWARA RAO,M,66,GEN,LSP,Lok Satta Party,Whistle
S01,Narsapuram,2,7,REDDY RAMBABU,M,29,GEN,PPOI,Pyramid Party of India,Television
S01,Narsapuram,2,8,KAKARA VIJAYA PRASAD,M,38,SC,IND,Independent,Brief Case
S01,Narsapuram,2,9,KOTHAPALLI DURGARAO,M,42,GEN,IND,Independent,Road Roller
S01,Narsapuram,2,10,PAMULA ANAND RAJU,M,60,GEN,IND,Independent,Black Board
S01,Narsapuram,2,11,POTHUREDDY PANDU RANGA RAO,M,44,GEN,IND,Independent,Camera
S01,Narsapuram,2,12,V. YESHAYYA,M,35,SC,IND,Independent,Bread
S01,Bhimavaram,2,1,GADHIRAJU SATYANARAYANA RAJU (GADHIRAJU BABU),M,53,GEN,TDP,Telugu Desam,Bicycle
S01,Bhimavaram,2,2,CHELLABOINA SOMESWARA RAO,M,43,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Bhimavaram,2,3,RAMANJANEYULU PULAPARTHI (ANJIBABU),M,54,GEN,INC,Indian National Congress,Hand
S01,Bhimavaram,2,4,M L N SRINIVAS,M,42,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Bhimavaram,2,5,ALLURI SITARAMARAJU,M,62,GEN,LSP,Lok Satta Party,Whistle
S01,Bhimavaram,2,6,S V P K H G KRISHNAMRAJU (ADITYA KRISHNAMRAJU),M,43,GEN,PPOI,Pyramid Party of India,Television
S01,Bhimavaram,2,7,NAVUNDRU RAJENDRA PRASAD,M,44,SC,BHSASP,Bharatheeya Sadharma Samsthapana Party,Tent
S01,Bhimavaram,2,8,RAMISETTI RAMU,M,49,GEN,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
S01,Bhimavaram,2,9,VEGESNA SURYANARAYANA RAJU (KANAKARAJU SURI),M,40,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Bhimavaram,2,10,VEMULA MURALI,M,28,GEN,PP,Praja Party,Cake
S01,Bhimavaram,2,11,SUNKARA VEERA RAGHAVA REDDY,M,47,GEN,AJBP,Ajeya Bharat Party,Battery Torch
S01,Bhimavaram,2,12,ALLURI JAGANNADHARAJU,M,57,GEN,IND,Independent,Ceiling Fan
S01,Bhimavaram,2,13,PENTA KRISHNA,M,72,GEN,IND,Independent,Table
S01,Bhimavaram,2,14,BALAM VENKATESWARULU,M,38,SC,IND,Independent,Ring
S01,Bhimavaram,2,15,VARADA VENKATESWARARAO,M,40,GEN,IND,Independent,Letter Box
S01,Undi,2,1,ESTHERU RANI MUVVALLA,F,50,SC,BSP,Bahujan Samaj Party,Elephant
S01,Undi,2,2,KATIREDDI SATYANARAYANA,M,26,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Undi,2,3,PATHAPATI SARRAJU,M,56,GEN,INC,Indian National Congress,Hand
S01,Undi,2,4,V V SIVA RAMA RAJU (KALAVAPUDI SIVA),M,38,GEN,TDP,Telugu Desam,Bicycle
S01,Undi,2,5,K V K GANDHI,M,60,GEN,PPOI,Pyramid Party of India,Television
S01,Undi,2,6,JANAKI RAMA RAJU GOTTUMUKKALA,M,61,GEN,LSP,Lok Satta Party,Whistle
S01,Undi,2,7,PALLAYYA VANAPALLI (BABURAO),M,26,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Undi,2,8,PENMATHSA RAMA VENKATA NAGA KRISHNAM RAJU (RAVI RAJU),M,26,GEN,IND,Independent,Brief Case
S01,Undi,2,9,MANTHENA VENKATA RAMA RAJU,M,26,GEN,IND,Independent,Ring
S01,Undi,2,10,LAKSHMI PRASANNA SEELAM,F,32,GEN,IND,Independent,Electric Pole
S01,Tanuku,2,1,KARUMURI VARALAKSHMI,F,41,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Tanuku,2,2,KARUMURI VENKATA NAGESWARA RAO,M,44,GEN,INC,Indian National Congress,Hand
S01,Tanuku,2,3,NARINI VENKATA SUBBARAO (TATAJI),M,33,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Tanuku,2,4,Y T RAJA,M,58,GEN,TDP,Telugu Desam,Bicycle
S01,Tanuku,2,5,AKULA VIJAYA,M,39,GEN,RKSP,Rashtriya Krantikari Samajwadi Party,Almirah
S01,Tanuku,2,6,AKULA SRIRAMULU,M,55,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Tanuku,2,7,DIDDEY MADHU BABU MADIGA,M,26,GEN,TPPP,Trilinga Praja Pragati Party,Nagara
S01,Tanuku,2,8,VENKATA SRINIVASU KOTIPALLI (VASU),M,39,GEN,PPOI,Pyramid Party of India,Television
S01,Tanuku,2,9,DR. SUBBALAKSHMI VALLURI,F,45,GEN,LSP,Lok Satta Party,Whistle
S01,Tanuku,2,10,KODURI SRIRAMULU,M,47,GEN,IND,Independent,Gas Cylinder
S01,Tadepalligudem,2,1,APPA RAO KAIRAM,M,39,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Tadepalligudem,2,2,KOTTU SATYANARAYANA,M,53,GEN,INC,Indian National Congress,Hand
S01,Tadepalligudem,2,3,GOVADA NARENDRA,M,27,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Tadepalligudem,2,4,BAPIRAJU MULLAPUDI,M,33,GEN,TDP,Telugu Desam,Bicycle
S01,Tadepalligudem,2,5,ELI VENKATA MADHUSUDHANARAO (NANI),M,48,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Tadepalligudem,2,6,KARRI SITARAMACHANDRARAO,M,54,GEN,LSP,Lok Satta Party,Whistle
S01,Tadepalligudem,2,7,MEKA VENKATESWARARAO,M,44,GEN,PPOI,Pyramid Party of India,Television
S01,Tadepalligudem,2,8,ADDALA NARASIMHARAO,M,48,GEN,IND,Independent,Sewing Machine
S01,Tadepalligudem,2,9,KOTHAPALLI VENKATARAO,M,32,GEN,IND,Independent,Hat
S01,Tadepalligudem,2,10,CHALAMCHARLA VENKATA APPALA RAJ KUMAR,M,43,GEN,IND,Independent,Nagara
S01,Tadepalligudem,2,11,PATHAGOLUSU JAYA RAJU,M,32,SC,IND,Independent,Road Roller
S01,Tadepalligudem,2,12,MARAPATLA RAJU,M,35,SC,IND,Independent,Ceiling Fan
S01,Tadepalligudem,2,13,MARLAPUDI SRINIVASARAO,M,36,SC,IND,Independent,Gas Cylinder
S01,Unguturu,2,1,KAREM LENIN,M,38,SC,BSP,Bahujan Samaj Party,Elephant
S01,Unguturu,2,2,GANNI LAKSHMI KANTAM,F,42,GEN,TDP,Telugu Desam,Bicycle
S01,Unguturu,2,3,VATTI VASANT KUMAR,M,55,GEN,INC,Indian National Congress,Hand
S01,Unguturu,2,4,VEJJU GANGARAJU,M,29,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Unguturu,2,5,KOTAGIRI VIDHYADHARA RAO,M,63,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Unguturu,2,6,PYDI GANGADHARA RAO,M,45,GEN,RKSP,Rashtriya Krantikari Samajwadi Party,Bread
S01,Unguturu,2,7,MADHUSUDANARAO VUDATALA,M,40,GEN,LSP,Lok Satta Party,Whistle
S01,Unguturu,2,8,MURALI KRISHNA PERUMALLA,M,40,GEN,PPOI,Pyramid Party of India,Television
S01,Unguturu,2,9,PACHA TIRUMALA KRISHNA,M,32,GEN,IND,Independent,Road Roller
S01,Dendulur,2,1,KOTHARU RAMACHANDRA RAO,M,54,GEN,INC,Indian National Congress,Hand
S01,Dendulur,2,2,GUDIPUDI AMBROSE,M,39,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Dendulur,2,3,PRABHAKAR CHINTAMANENI,M,39,GEN,TDP,Telugu Desam,Bicycle
S01,Dendulur,2,4,ASHOK GOUD CHALAMOLU,M,42,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Dendulur,2,5,VENKATA RAMA RAO UPPALA,M,42,GEN,PPOI,Pyramid Party of India,Television
S01,Dendulur,2,6,ASHOK KUMAR CHOWDARI MULLAPUDI,M,44,GEN,IND,Independent,Sewing Machine
S01,Dendulur,2,7,NOMULA RAMUDU,M,38,SC,IND,Independent,Scissors
S01,Dendulur,2,8,PARASA HARI VENKATA KRISHNA RAO,M,61,GEN,IND,Independent,Kite
S01,Dendulur,2,9,MADDA BHUSHANAM,M,44,SC,IND,Independent,Ceiling Fan
S01,Eluru,2,1,ALLA KALI KRISHNA SRINIVAS ( ALLA NANI),M,39,GEN,INC,Indian National Congress,Hand
S01,Eluru,2,2,AMBICA KRISHNA,M,58,GEN,TDP,Telugu Desam,Bicycle
S01,Eluru,2,3,NERUSU HARI KRISHNA PRASAD (BABU),M,48,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Eluru,2,4,MENDEM SANTOSH KUMAR,M,35,SC,BSP,Bahujan Samaj Party,Elephant
S01,Eluru,2,5,KATAM NAGA BHUSANAM,M,59,GEN,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
S01,Eluru,2,6,CHIKKA BHIMESWARA RAO,M,37,GEN,LSP,Lok Satta Party,Whistle
S01,Eluru,2,7,BADETI KOTA RAMA RAO (BUJJI),M,44,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Eluru,2,8,MARGANA SRINIVASA RAO,M,55,GEN,PPOI,Pyramid Party of India,Television
S01,Eluru,2,9,KALAPALA RAVI BABU,M,36,SC,IND,Independent,Nagara
S01,Gopalpuram,2,1,USHA TIGIRIPALLI,F,27,SC,INC,Indian National Congress,Hand
S01,Gopalpuram,2,2,TANETI VANITA,F,35,SC,TDP,Telugu Desam,Bicycle
S01,Gopalpuram,2,3,PEDAPOLU VEERA RAGHAVULU,M,50,SC,BJP,Bharatiya Janata Party,Lotus
S01,Gopalpuram,2,4,SIRRA PRAKASHARAO,M,74,SC,BSP,Bahujan Samaj Party,Elephant
S01,Gopalpuram,2,5,ARUMBAKA YAHOSHUVA,M,61,SC,LSP,Lok Satta Party,Whistle
S01,Gopalpuram,2,6,KADALAIAH SABBITHI,M,58,SC,PRP,Praja Rajyam Party,Railway Engine
S01,Gopalpuram,2,7,VENKATESWARARAO TALARI,M,32,SC,PPOI,Pyramid Party of India,Television
S01,Gopalpuram,2,8,DOWLURI GOVARDHAN,M,32,SC,IND,Independent,Maize
S01,Gopalpuram,2,9,BANTU GANGA RATNAM,F,47,SC,IND,Independent,Coconut
S01,Gopalpuram,2,10,MANUKONDA HARINADH,M,41,SC,IND,Independent,Gas Stove
S01,Polavaram,2,1,KURSAM DURGA RAO,M,33,ST,BSP,Bahujan Samaj Party,Elephant
S01,Polavaram,2,2,TELLAM BALA RAJU,M,34,ST,INC,Indian National Congress,Hand
S01,Polavaram,2,3,PUNEM SINGANNA DORA,M,62,ST,TDP,Telugu Desam,Bicycle
S01,Polavaram,2,4,SARIYAM RAMA LAKSHMI,F,37,ST,BJP,Bharatiya Janata Party,Lotus
S01,Polavaram,2,5,KRISHNAMURTHY GARIKIPATI,M,45,ST,LSP,Lok Satta Party,Whistle
S01,Polavaram,2,6,CHINA GANGA RAJU VANKA,M,35,ST,CPI(ML)(L),Communist Party of India (Marxist-Leninist) (Liberation),Flag with Three Stars
S01,Polavaram,2,7,BANOTHU JANBABU,M,31,ST,PPOI,Pyramid Party of India,Television
S01,Polavaram,2,8,BORAGAM SRINIVASULU,M,42,ST,PRP,Praja Rajyam Party,Railway Engine
S01,Polavaram,2,9,SAJJA RAMASWAMI,M,56,ST,RPI(A),Republican Party of India (A),Nagara
S01,Polavaram,2,10,DHARMULA SURESH,M,51,ST,IND,Independent,Scissors
S01,Chintalapudi,2,1,KARRA RAJA RAO,M,56,SC,TDP,Telugu Desam,Bicycle
S01,Chintalapudi,2,2,JUVVALA NAGARJUNA RAO,M,39,SC,BSP,Bahujan Samaj Party,Elephant
S01,Chintalapudi,2,3,TULLIMELLI KUTUMBA RAO,M,44,SC,BJP,Bharatiya Janata Party,Lotus
S01,Chintalapudi,2,4,MADDALA RAJESH KUMAR,M,28,SC,INC,Indian National Congress,Hand
S01,Chintalapudi,2,5,AMBEDKAR K M,M,40,SC,PRP,Praja Rajyam Party,Railway Engine
S01,Chintalapudi,2,6,NUNNA KRISHNAIAH,M,69,SC,LSP,Lok Satta Party,Whistle
S01,Chintalapudi,2,7,PRATTIPATI PRABHUDASU,M,53,SC,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
S01,Chintalapudi,2,8,BETHALA PULLA RAO,M,45,SC,PPOI,Pyramid Party of India,Television
S01,Chintalapudi,2,9,ALUGU ANANDA SEKHAR,M,42,SC,IND,Independent,Ceiling Fan
S01,Chintalapudi,2,10,GOKAVARAPU RAVI,M,31,SC,IND,Independent,Kite
S01,Chintalapudi,2,11,JONNAKUTI VENKATESWARA RAO,M,38,SC,IND,Independent,Harmonium
S01,Chintalapudi,2,12,PACHIGOLLA DURGA RAO,M,48,SC,IND,Independent,Dolli
S01,Vijayawada West,2,1,KAKARLAPUDI SUBBA RAJU,M,58,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
S01,Vijayawada West,2,2,NALLAPANENI VENKATA PRASAD,M,35,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Vijayawada West,2,3,MADDIRALA VINOD KUMAR,M,34,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Vijayawada West,2,4,MALLIKA BEGUM,M,43,GEN,INC,Indian National Congress,Hand
S01,Vijayawada West,2,5,MANIKONDA SRIDHAR,M,35,GEN,TPPP,Trilinga Praja Pragati Party,Candles
S01,Vijayawada West,2,6,MOGHAL AHMAD BAIG,M,58,GEN,LSP,Lok Satta Party,Whistle
S01,Vijayawada West,2,7,VELAMPALLI SRINIVASA RAO,M,37,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Vijayawada West,2,8,SARANAM SYAMALA DEVI,M,47,GEN,PPOI,Pyramid Party of India,Television
S01,Peddakurapadu,2,1,MADDABATHUNI VIJAYA LAKSHMI,F,35,GEN,PPOI,Pyramid Party of India,Not Alloted
S01,Peddakurapadu,2,2,BADDURI VENKATESWARA REDDY,M,27,GEN,IND,Independent,Not Alloted
S01,Peddakurapadu,2,3,KOMMALAPATI SRIDHAR,M,44,GEN,TDP,Telugu Desam,Bicycle
S01,Peddakurapadu,2,4,KOMMALAPATI MADHAVI,F,43,GEN,TDP,Telugu Desam,Bicycle
S01,Peddakurapadu,2,5,BANAVATH GOPICHAND NAIK,M,28,ST,IND,Independent,Not Alloted
S01,Peddakurapadu,2,6,NOORJAHAN,F,51,GEN,INC,Indian National Congress,Hand
S01,Peddakurapadu,2,7,JUPUDI SRINIVASA RAO,M,40,GEN,BSP,Bahujan Samaj Party,Elephant
S01,Peddakurapadu,2,8,SYED AZAD,M,40,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Peddakurapadu,2,9,VEEPURI KOTESWARA RAO,M,61,SC,IND,Independent,Not Alloted
S01,Peddakurapadu,2,10,NADIPATI VENKATESWARA REDDY,M,29,GEN,LSP,Lok Satta Party,Whistle
S01,Peddakurapadu,2,11,MEDARA ADI NARAYANA,M,30,SC,TPPP,Trilinga Praja Pragati Party,Not Alloted
S01,Peddakurapadu,2,12,BASU LIGNGA REDDY,M,48,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Peddakurapadu,2,13,CHINNAPAREDDY VENKATESWARA REDDY,M,48,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Peddakurapadu,2,14,KANNEDARI SESHAGIRI RAO,M,59,GEN,AJBP,Ajeya Bharat Party,Not Alloted
S01,Peddakurapadu,2,15,NUTHALAPATI HANUMANAIAH,M,44,GEN,IND,Independent,Not Alloted
S01,Peddakurapadu,2,16,MOULALI SHAIK,M,42,GEN,BHSASP,Bharatheeya Sadharma Samsthapana Party,Not Alloted
S01,Tadikonda,2,1,VELPULA PRABHU BHUSHANAM,M,51,SC,PPOI,Pyramid Party of India,Not Alloted
S01,Tadikonda,2,2,CHALIVENDRA VENKATESWARLU,M,44,SC,TPPP,Trilinga Praja Pragati Party,Not Alloted
S01,Tadikonda,2,3,DOKKA MANIKYA VARA PRASAD,M,47,SC,INC,Indian National Congress,Hand
S01,Tadikonda,2,4,NUTHAKKI SATEESH,M,47,SC,IND,Independent,Not Alloted
S01,Tadikonda,2,5,POTLURI BALAIAH,M,44,SC,BSP,Bahujan Samaj Party,Elephant
S01,Tadikonda,2,6,LINGALA NAGESWARA RAO,M,36,SC,PP,Praja Party,Not Alloted
S01,Tadikonda,2,7,NANTURI VENKATESWARLU,M,39,SC,BJP,Bharatiya Janata Party,Lotus
S01,Tadikonda,2,8,MERIGA MOHANA RAO,M,54,SC,IND,Independent,Not Alloted
S01,Tadikonda,2,9,MUNNANGI JAYA LAKSHMI,F,42,SC,IND,Independent,Not Alloted
S01,Tadikonda,2,10,EKULA VEERAIAH,M,61,SC,LSP,Lok Satta Party,Whistle
S01,Tadikonda,2,11,TENALI SRAVAN KUMAR,M,45,SC,TDP,Telugu Desam,Bicycle
S01,Tadikonda,2,12,RAVELA SANTHI JYOTHI,F,41,SC,PRP,Praja Rajyam Party,Railway Engine
S01,Tadikonda,2,13,JANDRASUPALLI NAGESWARA RAO,M,36,SC,IND,Independent,Not Alloted
S01,Tadikonda,2,14,RAVELA NAGESWARA RAO,M,41,SC,PRP,Praja Rajyam Party,Railway Engine
S01,Mangalagiri,2,1,CHOKKA RATNA KISHORE,M,34,SC,IND,Independent,Not Alloted
S01,Mangalagiri,2,2,KATTEPOGU NAGESWARA RAO,M,68,SC,IND,Independent,Not Alloted
S01,Mangalagiri,2,3,BONTHIREDDY SRINIVASA KUMARI,F,44,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
S01,Mangalagiri,2,4,MUPPALLA NAGESWARA RAO,M,55,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
S01,Mangalagiri,2,5,AKURATHI SANKARA RAO,M,46,GEN,PPOI,Pyramid Party of India,Not Alloted
S01,Mangalagiri,2,6,MANDRU VENKATESWARA RAO,M,72,GEN,IND,Independent,Not Alloted
S01,Mangalagiri,2,7,NAGAIAH MALLAVARAPU,M,40,SC,TPPP,Trilinga Praja Pragati Party,Not Alloted
S01,Mangalagiri,2,8,DURU VIJAY KUMAR,M,37,SC,BSP,Bahujan Samaj Party,Elephant
S01,Mangalagiri,2,9,KANDRU SRINIVASA RAO,M,44,GEN,IND,Independent,Not Alloted
S01,Mangalagiri,2,10,KANTETI LORD WELSLEY,M,38,GEN,IND,Independent,Not Alloted
S01,Mangalagiri,2,11,KANDRU KAMALA,F,42,GEN,INC,Indian National Congress,Hand
S01,Mangalagiri,2,12,CHOKKA RATNA KISHORE,M,34,SC,IND,Independent,Not Alloted
S01,Mangalagiri,2,13,MATTUKOYYA CHAKRAVARTHI,M,33,SC,IND,Independent,Not Alloted
S01,Mangalagiri,2,14,MUNAGALA VENKATA SADASIVA RAO,M,48,GEN,IND,Independent,Not Alloted
S01,Mangalagiri,2,15,MALLAVARAPU NAGAIAH,M,40,SC,TPPP,Trilinga Praja Pragati Party,Not Alloted
S01,Mangalagiri,2,16,MADUGUDU SATYAM,M,31,GEN,INC,Indian National Congress,Hand
S01,Mangalagiri,2,17,KONDA SIVA REDDY,M,48,GEN,IND,Independent,Not Alloted
S01,Mangalagiri,2,18,DONTIREDDY SRINIVASA KUMARI,F,44,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
S01,Mangalagiri,2,19,SANKARAPU GIRIJA,F,44,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
S01,Mangalagiri,2,20,AMBATI MADHUMOHANA KRISHNA,M,58,GEN,LSP,Lok Satta Party,Whistle
S01,Mangalagiri,2,21,MUNAGAPATI VENKATESWARA RAO,M,35,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Mangalagiri,2,22,MUNAGAPATI VIJAYA LAKSHMI,F,30,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Mangalagiri,2,23,MUNAGAPATI HANUMANTHA RAO,M,57,GEN,IND,Independent,Not Alloted
S01,Mangalagiri,2,24,VUDATHA PEDDANNA,M,51,GEN,IND,Independent,Not Alloted
S01,Mangalagiri,2,25,MANDAPATI PRASAD,M,35,SC,IND,Independent,Not Alloted
S01,Mangalagiri,2,26,EDULAMUDI DAVID RAJU,M,40,SC,IND,Independent,Not Alloted
S01,Mangalagiri,2,27,BATTHULA SAMBASIVA RAO,M,30,GEN,SP,Samajwadi Party,Not Alloted
S01,Mangalagiri,2,28,TAMMISETTY JANAKI DEVI,F,37,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Mangalagiri,2,29,TAMMISETTY HARIKRISHNA,M,38,GEN,PRP,Praja Rajyam Party,Railway Engine
S01,Ponnur,2,1,AKKIDAS JOSEPH,M,48,SC,IND,Independent,Not Alloted
S01,Ponnur,2,2,MARUPUDI LEELADHARA RAO,M,46,GEN,INC,Indian National Congress,Hand
S01,Ponnur,2,3,DOPPALAPUDI SURENDRA BABU,M,62,GEN,PPOI,Pyramid Party of India,Not Alloted
S01,Ponnur,2,4,YERRABOYINA GANGADHARA RAO,M,32,GEN,BJP,Bharatiya Janata Party,Lotus
S01,Ponnur,2,5,DHULIPALLA NARENDRA KUMAR,M,42,GEN,TDP,Telugu Desam,Bicycle
S01,Ponnur,2,6,GADDIPATI DURGA PRASAD,M,42,GEN,INC,Indian National Congress,Hand
S01,Ponnur,2,7,DHULIPALLA JYOTHIRMAYE,F,41,GEN,TDP,Telugu Desam,Bicycle
